y_test,y_pred,y_proba
0,0,0.28919146103988075
1,0,0.37617786109788354
0,0,0.18877927410500445
1,1,0.6823478581682803
0,0,0.27460098018711954
0,1,0.630584754233023
0,0,0.43691249395002923
0,0,0.03928063591979481
0,0,0.07643375414521261
0,0,0.01954843541280996
0,0,0.06792839773801383
0,0,0.0764875177866857
1,0,0.28405552955453517
0,0,0.44663071290024947
1,1,0.8179814146013658
0,1,0.6045736805867733
0,0,0.003136454814287331
0,0,0.018687998867511633
1,1,0.8731307605127778
1,1,0.8296885448192828
0,0,0.0956132149414115
0,0,0.004073543709397929
0,0,0.04101587941990721
0,0,0.4223188421895312
0,0,0.39469676331405956
0,0,0.022507459687446333
0,0,0.26072040800768176
0,0,0.013849547488374607
0,0,0.17081808261623896
1,1,0.5783598786272642
0,0,0.33889798311332375
0,0,0.07297095842649902
1,1,0.8592155036679524
1,1,0.7993744260716396
1,1,0.8757234095724618
0,0,0.10180306462211322
0,0,0.16096194754684007
0,0,0.008430415001753101
1,1,0.6212225241755438
0,0,0.027077974004536758
1,1,0.5235600268356535
0,0,0.4490840277365964
0,0,0.01652782976243584
1,0,0.016640506147099842
0,1,0.5735056924230444
0,0,0.016569857259115736
1,1,0.8509119225628813
0,0,0.05430625386236345
0,0,0.38547926505985464
0,0,0.01098196557272716
0,0,0.37364019373387297
0,0,0.03561309644754772
0,0,0.3986058895777292
0,1,0.5609883184802702
1,1,0.7125368480704518
0,0,0.013984056291595376
0,0,0.017653425726017077
0,0,0.08557153266276701
1,1,0.9480967575129303
1,1,0.7884534454145669
0,0,0.11550497573740856
0,0,0.2556151345910528
0,0,0.30870232306104534
0,0,0.20277029955515574
1,1,0.559792333105948
1,0,0.38215794362207767
0,0,0.09422887519063493
0,1,0.6892252025816068
0,0,0.22947429986052129
0,0,0.03165415578532947
1,1,0.8000754923197967
0,0,0.3160720073130053
0,0,0.16182892301609597
0,0,0.17005262494709106
0,0,0.4380535161463434
0,0,0.43468015001531557
1,1,0.7263268754496492
1,0,0.2875172084917544
0,0,0.08005519728321946
0,1,0.503178400676588
1,0,0.36927949500748913
1,0,0.2953436396317281
1,0,0.17305713031676218
0,0,0.14395102067806395
0,0,0.0022016268696197646
0,0,0.08546002487980102
1,1,0.669603108060354
0,1,0.6561587949326395
0,1,0.8709165136203267
0,0,0.151385054549413
1,1,0.8063064594260849
0,0,0.043367253156286256
0,0,0.044082446329278074
1,1,0.5556844276844285
0,0,0.11640918770754805
0,0,0.094609659176714
0,1,0.6040032185273393
0,0,0.24236514585408356
0,0,0.0035298119390583093
0,0,0.015936322068345814
0,0,0.24753600655176158
0,0,0.13612626814117476
0,0,0.008745204077626254
0,0,0.05292009787766665
0,0,0.004998183889056837
0,0,0.22758524046738762
0,0,0.014190343468217303
1,0,0.24124352264261908
0,1,0.776136644699716
0,0,0.007939049100167376
0,0,0.24281589518808802
0,0,0.10118830603028606
0,0,0.003656960669312247
0,1,0.9313163853381622
0,1,0.7654325381824945
0,1,0.6631389512241076
0,0,0.10075729310264304
0,0,0.03446147175589354
0,0,0.3083577958262616
0,0,0.1619918748458805
0,0,0.020256852425874806
0,0,0.004781574218887574
0,0,0.13717514145707888
0,1,0.6770381160208923
0,0,0.17469438967358442
0,1,0.830840821455456
0,1,0.5917750982678157
0,1,0.6352576541448928
0,1,0.7338047703309019
0,0,0.009427489126136258
1,1,0.8078376492690446
1,0,0.4599980426789433
0,0,0.025441601302434495
1,0,0.39795428386763704
1,1,0.8198969869936423
0,0,0.04318466399311494
1,1,0.9433848196794431
0,0,0.1622493347502622
1,1,0.6037104959363508
0,0,0.023678090252853567
0,0,0.009979894526943424
0,0,0.11027659063945186
0,1,0.7430437697240263
1,0,0.4651468049875134
0,0,0.41048532253967923
1,1,0.7200945597646795
0,0,0.07892791900633202
0,1,0.8216679235066996
0,0,0.30221847853208933
0,0,0.05645973864990789
1,0,0.15800216365743974
0,0,0.4562096253372514
0,0,0.27008333978368726
0,0,0.24409852028744086
0,0,0.051826604205917504
1,0,0.2082603771655595
1,1,0.9178877324671727
0,0,0.040964484468258615
1,0,0.05704361489150642
1,0,0.2800779378554914
0,1,0.6499454103001914
0,1,0.7572250742183155
0,0,0.05760867101181827
1,1,0.5923181421173281
0,0,0.06506616979697981
0,0,0.024081923107988484
1,1,0.8645605904933225
0,1,0.5160095400642696
0,1,0.5614748715739639
0,0,0.26194956066454106
0,0,0.17077725640088107
0,1,0.7535224788626826
0,0,0.0327126850043785
0,1,0.8315743844400939
1,0,0.4024875836300684
0,0,0.28660109991756155
0,0,0.005800118601823467
0,0,0.20779517106246723
0,1,0.771674990213525
1,0,0.47479891102519195
0,0,0.11653455777188232
0,0,0.2837404309548873
0,0,0.43705001680348404
0,1,0.5486430896068266
0,0,0.06096102595423373
0,1,0.7654997605166892
0,0,0.4920486057103576
0,0,0.4382765219564024
0,0,0.308538393162944
0,0,0.4643435786507064
1,1,0.791478708843677
0,0,0.047812952392312744
1,1,0.6822979996803676
0,0,0.10645937677093648
0,0,0.06478599905731312
0,0,0.008943208527153985
1,0,0.4974901916968332
0,0,0.009309248679309153
1,1,0.66942229039494
0,0,0.008764413240835085
0,0,0.3488978742140505
0,1,0.8228708352926148
0,0,0.3513453362406419
0,1,0.830300301139774
1,1,0.5318568978038246
0,0,0.2671033052904287
1,1,0.6595964615895226
1,0,0.3030940840720193
0,0,0.02512373930825968
0,0,0.058089603787610015
0,0,0.06132224902423026
0,0,0.08777021897416414
0,0,0.012578707140586058
0,0,0.04153031140861301
0,0,0.034048655986384214
0,0,0.10139254835844957
0,0,0.15247297591193845
1,0,0.45325342828738735
0,1,0.6523495175766688
0,0,0.31692486408538845
1,1,0.6373726621049026
1,1,0.8177010316013383
0,0,0.004722580847122272
0,0,0.010957763638264057
0,0,0.17391678541913302
1,0,0.28282181688222524
1,1,0.6472307391192718
0,0,0.36376310475607326
0,0,0.25317958256283474
1,0,0.16751221781895834
0,0,0.17402538154773414
1,1,0.7898650203764666
0,1,0.6335160143790097
1,0,0.3051623909829717
0,0,0.010226991825230111
0,1,0.6592693315533855
0,0,0.4981632397025563
0,0,0.08324124543992402
0,0,0.02706212780018954
0,0,0.0844608710902897
0,0,0.46727895445275514
0,0,0.17413814024910218
0,0,0.4390626845042472
0,0,0.0847925900928106
1,1,0.6941999517945169
1,1,0.7974742838477742
0,0,0.08906354939364677
0,0,0.28552467334801057
0,0,0.13176730948408913
0,0,0.2616442094994514
0,1,0.5176836969412725
1,1,0.7810812951057264
1,0,0.2265854653186628
1,0,0.4068274095272837
0,0,0.3860005699697696
0,0,0.15355779967846472
0,0,0.09227887124333571
1,1,0.6511974780143227
0,0,0.04150677222231162
1,0,0.3084277056891325
0,0,0.053646289312699345
0,0,0.22468006216244465
0,0,0.12731306437637194
0,0,0.23725346259547012
1,1,0.5507242944239527
0,0,0.3621654029112793
1,1,0.6198918228997775
0,0,0.2467955677167355
0,1,0.7807885894907514
1,0,0.060525444443214366
0,0,0.11358456218345166
0,0,0.04690506909493126
0,0,0.05450978720119942
0,0,0.42919375160371676
1,1,0.7027244882110341
0,0,0.04617416839982413
0,0,0.018133511153732067
0,1,0.6542332223581948
0,0,0.33408980793579796
0,0,0.006236489619566769
1,1,0.6667220007924385
0,0,0.17162364234784525
0,0,0.22356553207839666
0,0,0.04172242997018493
1,1,0.8867839265737918
1,1,0.8069234461184306
0,0,0.06513825382156599
0,1,0.6932186723377254
0,0,0.04341294079691993
1,1,0.8947171113805438
0,0,0.20761678068522602
0,0,0.31196152648335596
1,1,0.7794546527610563
1,1,0.6770440919876027
1,1,0.5212761550188125
0,0,0.006199442590952219
0,0,0.022567241715393645
0,0,0.3561064965986267
0,1,0.5073743292224444
0,0,0.05236263898257006
1,1,0.790532871257667
0,0,0.487506381909284
0,0,0.029819308244896398
0,0,0.33326511147271
0,0,0.2768628560961794
0,1,0.7518952576122802
0,1,0.7137976042810755
0,0,0.05712591617283057
1,1,0.7583543594005833
0,0,0.21135724244463922
0,0,0.1279618878222545
1,0,0.4510979829301625
0,0,0.01595741335255573
0,0,0.3772455211220129
0,0,0.013722438508802578
0,0,0.005250123944752349
0,0,0.3179689279696533
1,0,0.2217845115654154
0,0,0.002613934108871074
0,1,0.6969803303034906
0,1,0.8256444030090576
1,1,0.821768799988566
0,0,0.08551984002189186
0,0,0.3887665587985663
1,0,0.23404048101421968
0,1,0.8331920415302905
0,0,0.2576388351370937
0,0,0.006905587786100767
0,0,0.18473717412736143
1,1,0.5060999111828702
0,0,0.17487100054829427
0,0,0.06752928734146957
0,0,0.06114483598205746
0,1,0.7210165042977954
0,1,0.7848861778520807
0,0,0.2363832377134169
1,1,0.9433383263941534
0,0,0.10777548827331865
1,1,0.8741850588431535
0,0,0.01781658517835653
0,0,0.1813749602734584
0,0,0.09976883698108698
1,1,0.9290030893483131
0,0,0.40870584639001206
0,1,0.6549644771947772
0,0,0.03254794222592993
0,0,0.12542517464176153
0,1,0.5443178298809745
0,0,0.0012536834950888276
0,1,0.6245757496733835
0,0,0.0749911593471432
0,0,0.17888804052131393
0,0,0.026487779447415132
0,0,0.0026782534634208323
1,1,0.6842848373688398
0,0,0.49460789759572354
1,1,0.8802893530421462
0,0,0.4018994364286834
0,0,0.13021304265236686
0,1,0.548440323953964
0,0,0.38126594936782043
1,1,0.755573473497785
0,0,0.21326533404504772
0,0,0.054947722097485024
0,0,0.15819924257930684
0,0,0.1182576137226789
0,0,0.002085734962531405
0,0,0.4924044182167719
0,0,0.42794882456723216
0,0,0.0021870814636152946
1,1,0.8859389057418058
0,0,0.0456298911171614
0,0,0.08718627405696092
1,1,0.8176283028421467
0,1,0.5508556328792292
0,0,0.051659286957610955
0,1,0.7606885903736111
0,0,0.29305948084880107
0,1,0.548912333601387
0,0,0.21528342993902702
1,0,0.4514863259430337
0,0,0.02043632669871138
0,0,0.2670610723899233
0,0,0.48069124788171014
0,0,0.027455622135815705
0,0,0.008295522604972922
0,0,0.01025488009054654
0,0,0.1867626882817219
0,0,0.3863729644237196
0,1,0.6228739575798372
1,0,0.15683775180415155
0,0,0.03448711846766233
1,1,0.5095492648947203
1,1,0.8500471962574514
0,0,0.454566871912631
0,0,0.11937493131674884
0,0,0.0401570977964389
0,0,0.01962233031198805
0,0,0.2092865156304757
1,1,0.8550613418505544
0,0,0.25963215723556027
1,1,0.6286000256327489
1,1,0.8527847659676047
0,0,0.34578940882666975
0,0,0.11730492488686366
0,0,0.25337367482212686
0,0,0.011602169011192763
0,0,0.17250262637410774
0,1,0.8025491920659099
0,0,0.47539622136665466
0,0,0.03164652880391825
1,1,0.9487858750337341
1,0,0.3638246505291283
0,1,0.6594970086612129
0,0,0.187969561030298
0,0,0.1975498609029923
0,0,0.08755944377697623
0,0,0.09631447588260661
0,0,0.039404344101818874
0,0,0.12508626758963223
1,0,0.1911725661336024
0,0,0.2088194518403388
0,0,0.09638449903631464
0,0,0.39618989338426847
0,1,0.5892884978502989
0,0,0.050759946762234366
0,0,0.023344278310786167
0,0,0.4020517254068317
0,0,0.1604375614632281
1,0,0.4458391959275058
0,1,0.5716960587638962
1,0,0.0866261042133966
0,0,0.027648604929143103
0,1,0.764817295416324
0,0,0.027168447693159625
0,0,0.0027648205560715823
0,0,0.04544087459309927
0,0,0.4681967668671285
0,0,0.3443349588072639
0,1,0.886661294043386
0,0,0.2783071859393192
0,0,0.015950931052204815
0,0,0.26314908539800363
1,1,0.8250129684921823
0,1,0.8937764842840585
1,1,0.6468433527617906
0,0,0.36556430806590684
0,1,0.6155129164452943
0,1,0.5675537761254896
0,0,0.48825645711773497
0,0,0.0029766787028020158
0,1,0.5910158357464648
1,1,0.8324343784609234
0,0,0.26048103832154934
0,0,0.19830527617183363
0,0,0.39601810416951055
0,0,0.021696388175463835
0,0,0.1809929338650502
0,0,0.046821978047110024
1,1,0.8029345600850233
0,0,0.3783171743102855
0,0,0.17472189252217568
0,0,0.2144601278513517
1,1,0.6382920323362984
0,0,0.048364348292799286
0,0,0.3009579084811635
1,1,0.613330369195923
0,0,0.02981320422521353
1,0,0.39473283038914514
1,1,0.7956489674060314
0,0,0.20798639528522653
0,0,0.07329994195709302
0,0,0.012782948677136835
0,0,0.011674818777046727
1,1,0.7349957721762237
0,0,0.32552077016402414
1,0,0.4843924599106662
0,1,0.5304410748166764
0,1,0.6013216369412817
0,0,0.07243111538176529
0,0,0.10036725966613289
0,0,0.0865896189034898
0,1,0.5700258297202847
0,0,0.020601637386761486
0,0,0.1344425424503691
0,0,0.23228008708554626
0,0,0.03798288494658975
0,0,0.1582589874604126
1,1,0.7776749176981993
0,0,0.24511612353546502
0,0,0.42549451481155537
0,0,0.24408719979437107
0,0,0.37413797472022076
0,0,0.12585849755070813
0,0,0.04403015112662591
1,1,0.5028408241377671
1,1,0.8513879510003182
0,0,0.3285785055289608
1,0,0.1902526811522299
0,0,0.02685056872525294
1,1,0.504643417816324
0,1,0.6206092464558876
0,0,0.14948893998996537
0,0,0.3836295305363159
0,1,0.8488876650644964
0,0,0.24010012521746932
0,0,0.0906789824112559
0,0,0.003019412292980256
0,0,0.034828655942980444
0,1,0.7598815077836204
0,0,0.08537561146666131
0,0,0.007410777736448129
0,0,0.45571727926936484
0,1,0.6154535196815099
0,0,0.27718578889814355
1,1,0.685980997895271
0,1,0.5896624748443939
0,0,0.43785644087563474
1,1,0.547132443212034
1,1,0.941236275571469
1,0,0.07271735167846724
0,1,0.642221700352689
0,1,0.7391097329870007
0,0,0.0028870125793458014
0,0,0.02379237168269097
1,1,0.581847528428246
1,0,0.3941607979774124
1,1,0.5411098974496938
0,0,0.13571833658411264
1,1,0.8573152350437125
0,0,0.2704173194710674
0,0,0.25112571174142445
1,0,0.0705515962322627
1,1,0.6943303598666558
1,1,0.8629305332039217
0,0,0.042867027450221744
0,0,0.005924948124778334
0,0,0.0049546732164977405
1,1,0.5335464798873816
0,1,0.6593264397421897
0,1,0.5118182190635869
1,1,0.7303028597821702
0,0,0.2838240447799934
1,1,0.7479312504304076
0,0,0.07062708602517512
0,0,0.003265212543609743
0,0,0.0052961758286490315
0,0,0.03226913740831602
1,1,0.6837782596358432
1,1,0.6920099505919951
0,1,0.6614834648426997
0,0,0.1642039959888773
0,1,0.5044412653501567
0,0,0.012471924703902418
0,0,0.17701407449673962
0,0,0.4981224422809245
1,1,0.8638434602796953
0,0,0.012729731707403925
0,0,0.04111888304104827
0,0,0.34748997970608
0,0,0.07366774319745965
0,1,0.5263080773292721
1,0,0.13534985933496707
1,1,0.7004907950891045
0,0,0.030763555480747898
0,0,0.047796908620400175
0,0,0.47780556291733445
0,0,0.0917471736119878
0,0,0.05611114284260205
0,0,0.05825792651074715
0,1,0.6005019840954864
0,1,0.5063019497530922
0,0,0.17322718293818595
0,1,0.6921747693248835
0,0,0.12898151995977022
0,1,0.7976679459637922
0,0,0.004441820008172806
0,0,0.033683226001325596
0,0,0.012590656786499836
0,0,0.0725784722615289
1,1,0.7050796631019413
0,1,0.5350240633975438
1,0,0.2242310546303437
1,1,0.7062804382483382
1,0,0.009439284057209275
0,0,0.06610374624048738
0,0,0.21856545135321467
0,0,0.24321574591474318
1,0,0.15257937886096942
0,0,0.26800977961701905
0,0,0.015513570818657956
0,0,0.006986896956613909
0,0,0.08435251603532357
1,1,0.8247487956898393
1,1,0.7614731572266012
0,0,0.2991774511506445
0,0,0.013566348683913832
1,1,0.8622347562696419
1,1,0.8907087014688708
0,0,0.01236685485936381
1,1,0.8464156411243825
0,0,0.0437768572771735
0,0,0.09970283553662904
1,1,0.872594422833165
1,1,0.5360147033209494
0,0,0.28627331413300966
1,1,0.7096290769165531
1,0,0.12974023993771275
0,0,0.0026728102937644545
0,0,0.014446135094178886
0,0,0.1047494982431283
0,1,0.7839470665900425
0,0,0.10367377773114526
0,0,0.4071482110188978
0,0,0.042543332263383596
1,1,0.7729654254555339
0,0,0.33229739823569077
0,0,0.057133046900231875
1,1,0.8956879093360107
0,0,0.02757181734696697
0,0,0.1977564704971762
1,1,0.8545442755497015
1,0,0.1814488530820959
0,0,0.2905683722052143
0,0,0.2512787536768332
0,0,0.06840467720002306
0,0,0.06391427169289257
1,1,0.5398464449063612
1,1,0.8186964655703273
0,0,0.0978780078149626
1,1,0.8683990006553123
0,1,0.57992404841174
0,1,0.6946578735811156
0,1,0.5100194848916391
0,1,0.5588044877106334
0,1,0.8105670211136197
0,0,0.008747583392580182
0,1,0.6158780805040958
0,0,0.3444278011622944
