Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,DailyCharges,tenure_group,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,0.8791819107145575,-3.0563338283944432,-1.2063611658909752,-0.6514531295222281,0.07820028369512474,-0.651453129522228,49-60,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,1.6125732136881425,0.32718938968958156,0.8289391504586738,1.7285626157391745,2.7236485619296,1.7285626157391747,61-72,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,-1.1172721918246462,0.32718938968958156,0.8289391504586738,0.1380074005051227,-0.8522861395746829,0.1380074005051227,0-6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,1.6125732136881425,0.32718938968958156,0.8289391504586738,1.213335743510798,2.19620894740218,1.2133357435107983,61-72,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,0.9606698332671781,-3.0563338283944432,-1.2063611658909752,-0.6564391960276642,0.12212049584586043,-0.6564391960276643,49-60,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,1.5718292524118322,0.32718938968958156,0.8289391504586738,1.02885128280967,2.0145058899006174,1.0288512828096705,61-72,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,0.06430268518835193,-3.0563338283944432,-1.2063611658909752,-0.11794401344058691,-0.12798867811950493,-0.11794401344058701,25-48,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True
-0.601663392508594,-1.0094301272202446,2.271039016322759,-0.9656081041070596,-0.6523049310632244,-1.2802480369298874,0.32718938968958156,0.8289391504586738,0.24271479711927632,-0.9755539173237094,0.24271479711927657,0-6,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.6620589061112208,0.9906579693175857,2.271039016322759,-0.9656081041070596,-0.6523049310632244,0.512486259227765,0.32718938968958156,-1.2063611658909752,-0.06974537055470645,0.22421127527007206,-0.0697453705547062,25-48,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
1.6620589061112208,0.9906579693175857,2.271039016322759,-0.9656081041070596,-0.6523049310632244,-1.2802480369298874,-3.0563338283944432,0.8289391504586738,-1.3195860412506386,-0.996289728183424,-1.3195860412506388,0-6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,2.271039016322759,1.0356168260670764,-0.6523049310632244,0.7162060656093164,0.32718938968958156,-1.2063611658909752,-1.3162619969136813,-0.43104034789690754,-1.3162619969136817,49-60,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1.6620589061112208,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,-0.791320501614164,0.32718938968958156,-1.2063611658909752,0.974004551249875,-0.4710560509815056,0.974004551249875,13-24,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,-0.38388088885106114,0.32718938968958156,0.8289391504586738,0.6299659623747981,-0.19118878249512425,0.6299659623747981,13-24,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-1.1987601143772668,0.32718938968958156,-1.2063611658909752,-1.494098368940895,-0.9821276105537041,-1.4940983689408953,0-6,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1.6620589061112208,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,-1.1580161531009565,0.32718938968958156,-1.2063611658909752,-1.477478147256109,-0.9736788705970331,-1.4774781472561092,0-6,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1.6620589061112208,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,-1.2802480369298874,-3.0563338283944432,-1.2063611658909752,-1.1400876470549464,-0.9939073158718823,-1.1400876470549466,0-6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,0.9199258719908678,0.32718938968958156,0.8289391504586738,1.2931128075977727,1.4883236596487337,1.293112807597773,49-60,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,0.8791819107145575,0.32718938968958156,-1.2063611658909752,-1.4758161250876303,-0.5262044841190443,-1.4758161250876305,49-60,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.26164900502213034,0.32718938968958156,0.8289391504586738,-1.5024084797832884,-0.7991892281498607,-1.5024084797832886,25-48,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,1.4903413298592119,0.32718938968958156,-1.2063611658909752,-1.499084435446331,-0.3910687635588194,-1.4990844354463313,61-72,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,0.18653456901728277,0.32718938968958156,-1.2063611658909752,0.8776072654781145,0.4254148187290683,0.8776072654781146,25-48,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,0.6754621043330061,0.32718938968958156,-1.2063611658909752,-1.4741541029191516,-0.6098977462485728,-1.4741541029191518,49-60,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.6523049310632244,1.368109446030281,0.32718938968958156,-1.2063611658909752,1.695322172369602,2.4966134923889807,1.6953221723696021,61-72,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,1.4088534073065913,0.32718938968958156,-1.2063611658909752,-1.4708300585821945,-0.41467229294168595,-1.4708300585821945,61-72,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,-0.506112772679992,-3.0563338283944432,0.8289391504586738,-0.8442477010657496,-0.6432073998636463,-0.8442477010657498,13-24,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,1.533025357281985,0.4309983366751445,0.32718938968958156,0.8289391504586738,-1.3195860412506386,-0.5352267677803455,-1.3195860412506388,25-48,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,0.9199258719908678,0.32718938968958156,0.8289391504586738,0.8310706447607126,1.180749818354053,0.8310706447607127,49-60,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,1.082901717096109,0.32718938968958156,0.8289391504586738,0.9956108394400973,1.4622494804613053,0.9956108394400974,49-60,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,-0.8320644628904743,0.32718938968958156,-1.2063611658909752,-1.4791401694245876,-0.9083169476424222,-1.4791401694245876,7-12,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,-0.22090504374582004,0.32718938968958156,0.8289391504586738,0.36404241541821675,-0.15631291337894482,0.36404241541821675,25-48,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.6620589061112208,0.9906579693175857,2.271039016322759,-0.9656081041070596,-0.6523049310632244,-1.2395040756535771,0.32718938968958156,0.8289391504586738,-0.5168293338754589,-0.9671713554868036,-0.5168293338754589,0-6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.22090504374582004,0.32718938968958156,-1.2063611658909752,0.44548150167366984,-0.0901568529871535,0.4454815016736701,25-48,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,-0.3023929662984406,0.32718938968958156,-1.2063611658909752,-1.3062898639028098,-0.7291507180651866,-1.3062898639028098,25-48,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,-0.3023929662984406,0.32718938968958156,0.8289391504586738,-0.10630985826123643,-0.2966105272808432,-0.10630985826123698,25-48,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,1.533025357281985,-0.13941712119319946,-3.0563338283944432,0.8289391504586738,-0.6581012181961428,-0.45921016754356225,-0.6581012181961428,25-48,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.6523049310632244,1.6125732136881425,0.32718938968958156,0.8289391504586738,0.6765025830921999,1.7792647335091327,0.6765025830922,61-72,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.7505765403378537,0.32718938968958156,-1.2063611658909752,-0.4437003584623989,-0.6862452370841815,-0.44370035846239897,13-24,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,0.10504664646466222,0.32718938968958156,0.8289391504586738,1.1451928346031743,0.5509105931768512,1.1451928346031743,25-48,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-1.2802480369298874,0.32718938968958156,0.8289391504586738,-0.6813695285548437,-0.9878189288534979,-0.6813695285548437,0-6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.13941712119319946,0.32718938968958156,0.8289391504586738,0.9773285955868325,0.14307690043812513,0.9773285955868327,25-48,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,1.2866215234776603,0.32718938968958156,-1.2063611658909752,0.5468648539508664,1.448969737761786,0.5468648539508663,61-72,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,0.2680224915699033,0.32718938968958156,0.8289391504586738,1.1684611449618754,0.654766122461464,1.1684611449618754,25-48,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False
-0.601663392508594,-1.0094301272202446,2.271039016322759,-0.9656081041070596,-0.6523049310632244,0.3087664528462136,0.32718938968958156,0.8289391504586738,0.8892414206574647,0.613382738235055,0.8892414206574651,25-48,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1.6620589061112208,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,0.3087664528462136,0.32718938968958156,0.8289391504586738,1.3197051622934308,0.7736440849327424,1.319705162293431,25-48,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
1.6620589061112208,-1.0094301272202446,2.271039016322759,-0.9656081041070596,-0.6523049310632244,-0.8728084241667845,0.32718938968958156,0.8289391504586738,1.0039209502824906,-0.513101216405565,1.0039209502824906,7-12,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,-1.076528230548336,0.32718938968958156,-1.2063611658909752,-0.4802648461689289,-0.8685880164101394,-0.4802648461689286,0-6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.09867315991688919,0.32718938968958156,0.8289391504586738,-0.009912572489475751,-0.17420306508876235,-0.009912572489475783,25-48,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.22090504374582004,0.32718938968958156,0.8289391504586738,-1.509056568457203,-0.7736224145472977,-1.5090565684572033,25-48,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
-0.601663392508594,0.9906579693175857,2.271039016322759,1.0356168260670764,-0.6523049310632244,1.5310852911355222,0.32718938968958156,0.8289391504586738,1.3296772953043026,2.217253589487465,1.3296772953043028,61-72,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,1.0014137945434884,0.32718938968958156,0.8289391504586738,1.4825833348043371,1.751249329475263,1.4825833348043373,49-60,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.6523049310632244,1.0421577558197987,0.32718938968958156,-1.2063611658909752,-0.48192686833740767,0.2626166441070541,-0.48192686833740794,49-60,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.6690886177852331,0.32718938968958156,0.8289391504586738,0.21944648676057582,-0.4726002071093567,0.21944648676057607,13-24,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,1.4903413298592119,0.32718938968958156,0.8289391504586738,1.7019702610435166,2.6028073152386253,1.7019702610435163,61-72,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1.6620589061112208,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-1.2802480369298874,0.32718938968958156,0.8289391504586738,-1.494098368940895,-0.9986059623752006,-1.4940983689408953,0-6,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1.6620589061112208,0.9906579693175857,-0.440327089412664,-0.9656081041070596,1.533025357281985,-1.2802480369298874,0.32718938968958156,0.8289391504586738,1.1618130562879607,-0.9633550839136859,1.1618130562879612,0-6,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
-0.601663392508594,0.9906579693175857,2.271039016322759,1.0356168260670764,1.533025357281985,-0.01718523736426863,0.32718938968958156,0.8289391504586738,0.9690184847444393,0.25507233845383864,0.9690184847444395,25-48,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,-0.6690886177852331,0.32718938968958156,0.8289391504586738,0.8643110881302852,-0.3710829713897754,0.8643110881302852,13-24,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1.6620589061112208,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.6523049310632244,0.6754621043330061,0.32718938968958156,-1.2063611658909752,0.6499102283965414,0.7835708028974994,0.6499102283965417,49-60,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,1.5718292524118322,-3.0563338283944432,-1.2063611658909752,-0.2176653435493049,0.821755578001931,-0.21766534354930467,61-72,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,0.02355872391204165,0.32718938968958156,-1.2063611658909752,1.4210885145706273,0.6009853704657363,1.4210885145706278,25-48,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,-0.9135523854430948,0.32718938968958156,0.8289391504586738,-1.4907743246039378,-0.9245305869848586,-1.490774324603938,7-12,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1.6620589061112208,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.6523049310632244,-0.46536881140368175,0.32718938968958156,0.8289391504586738,1.5424161328695678,0.01491194182648524,1.5424161328695678,13-24,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
1.6620589061112208,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,0.18653456901728277,-3.0563338283944432,-1.2063611658909752,-0.8176553463700914,-0.36817113412011343,-0.8176553463700915,25-48,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.601663392508594,-1.0094301272202446,2.271039016322759,-0.9656081041070596,-0.6523049310632244,-0.26164900502213034,0.32718938968958156,0.8289391504586738,0.6981088712824219,-0.03955265074014788,0.698108871282422,25-48,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,0.7162060656093164,-3.0563338283944432,0.8289391504586738,-0.9772094745440403,-0.2357707758435105,-0.9772094745440404,49-60,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
1.6620589061112208,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-1.0357842692720256,0.32718938968958156,0.8289391504586738,0.3008855730160285,-0.7818064420249085,0.30088557301602853,7-12,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,1.533025357281985,1.1643896396487294,0.32718938968958156,-1.2063611658909752,0.7745618910324389,1.4309692891856935,0.7745618910324392,61-72,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1.6620589061112208,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.7098325790615434,0.32718938968958156,0.8289391504586738,1.2149977656792768,-0.32178027216481586,1.2149977656792768,13-24,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,1.533025357281985,-0.26164900502213034,-3.0563338283944432,-1.2063611658909752,-0.6315088635004846,-0.5013215110873868,-0.6315088635004846,25-48,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,-0.6523049310632244,1.6125732136881425,0.32718938968958156,0.8289391504586738,0.9922867951031402,1.9694827090871312,0.9922867951031401,61-72,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,1.0356168260670764,1.533025357281985,0.4717422979514547,0.32718938968958156,0.8289391504586738,-1.472492080750673,-0.6257143168724191,-1.4724920807506732,25-48,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
-0.601663392508594,0.9906579693175857,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,1.368109446030281,0.32718938968958156,-1.2063611658909752,0.8177744674128837,1.6295698266005976,0.8177744674128837,61-72,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
1.6620589061112208,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-1.2395040756535771,0.32718938968958156,0.8289391504586738,0.7130670707987297,-0.9272218305219705,0.7130670707987299,0-6,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,2.271039016322759,-0.9656081041070596,-0.6523049310632244,0.4717422979514547,0.32718938968958156,-1.2063611658909752,0.33412601638560113,0.4344591617636246,0.3341260163856015,25-48,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
1.6620589061112208,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-0.8320644628904743,0.32718938968958156,0.8289391504586738,0.829408622592234,-0.543057845285876,0.8294086225922342,7-12,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.601663392508594,0.9906579693175857,2.271039016322759,1.0356168260670764,-0.6523049310632244,1.4903413298592119,0.32718938968958156,0.8289391504586738,1.500865578657602,2.3607718718845954,1.5008655786576022,61-72,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1.6620589061112208,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-1.2802480369298874,0.32718938968958156,0.8289391504586738,0.5119623884128152,-0.9719802988563969,0.5119623884128153,0-6,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1.6620589061112208,-1.0094301272202446,-0.440327089412664,-0.9656081041070596,-0.6523049310632244,-1.1987601143772668,0.32718938968958156,-1.2063611658909752,-1.494098368940895,-0.979237832657297,-1.4940983689408953,0-6,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
-0.601663392508594,-1.0094301272202446,-0.440327089412664,1.0356168260670764,-0.6523049310632244,-1.2395040756535771,0.32718938968958156,-1.2063611658909752,0.8493528886139774,-0.9233173214558328,0.8493528886139774,0-6,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
-0.601663392508594,-1.0094301272202446,2.271039016322759,-0.9656081041070596,-0.6523049310632244,-0.22090504374582004,0.32718938968958156,0.8289391504586738,0.7197151594726443,0.05194962952165633,0.7197151594726445,25-48,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
